channel,true_share,GLMM-Naive_share,GLMM-Naive_err_pct,GLMM-Oracle_share,GLMM-Oracle_err_pct,BR-Naive_share,BR-Naive_err_pct,BR-Oracle_share,BR-Oracle_err_pct
rep_visits,0.380086424688483,0.3897549560022735,2.5437718070869684,0.4127559391804859,8.59528580079614,0.3653429547784755,-3.8789782934476547,0.4070084712261921,7.083138146744981
dtc_advertising,0.20192054143832677,0.21384985756522465,5.9079259801516955,0.1783171038402812,-11.689468258114212,0.22519795819547192,11.528008290456592,0.19113050560349887,-5.343703893604871
samples,0.3154573208124006,0.30855965348664033,-2.186561182982412,0.325455055395832,3.1692827916258777,0.30000858697689364,-4.89725006087088,0.30606651622721426,-2.976885925805139
peer_programs,0.057553743286060687,0.07077668071891928,22.974939035913486,0.07126998559954668,23.832059446267195,0.08706140476967543,51.26975205930939,0.08170391243211005,41.961074583828925
digital_impressions,0.04043998204012131,0.002669075287544259,-93.39990980981095,0.0010440212969843067,-97.41834381640301,0.021284080046002553,-47.36872033007781,0.012367004427969574,-69.418867655035
conference,0.004541987734607592,0.014389776939398035,0.0,0.01115789468686988,0.0,0.0011050152334809793,0.0,0.0017235900830151146,0.0
