n_customers,n_periods,seed,noise_std,model,mape_promo,rank_promo,r2,wmape,share_rep_visits,share_dtc_advertising,share_samples,share_peer_programs,share_digital_impressions,share_conference,true_share_rep_visits,true_share_dtc_advertising,true_share_samples,true_share_peer_programs,true_share_digital_impressions,true_share_conference
200,18,42,,GLMM-Naive,21.54649489612806,1.0,0.390478548286866,0.7327365900928609,0.38482161598661324,0.1681919137265225,0.3050423973766339,0.10457871408975472,0.034642252621415556,0.0027231061990600335,0.3875306046910472,0.1889228108712846,0.3222308288456603,0.05808326493469671,0.03878285758694033,0.0044496330703708105
200,18,42,,GLMM-Oracle,25.97685749500108,1.0,0.31365519790871754,0.7668009704320098,0.41789739615470906,0.15542125602793652,0.32503157447860787,0.08483237216386569,0.016524145389343523,0.0002932557855372052,0.3875306046910472,0.1889228108712846,0.3222308288456603,0.05808326493469671,0.03878285758694033,0.0044496330703708105
200,18,42,,BR-Naive,22.43246003931774,1.0,-7579.306270871368,4.476713371059469,0.3632245164965573,0.2152327474375868,0.289287832039262,0.0973421068533151,0.03329511159271592,0.0016176855805629092,0.3875306046910472,0.1889228108712846,0.3222308288456603,0.05808326493469671,0.03878285758694033,0.0044496330703708105
200,18,42,,BR-Oracle,26.497371174856045,1.0,-1014.6297929440807,2.469828194498133,0.41220884698498483,0.2054558036436168,0.28331814018281676,0.08104489420322923,0.01327952253222392,0.004692792453128465,0.3875306046910472,0.1889228108712846,0.3222308288456603,0.05808326493469671,0.03878285758694033,0.0044496330703708105
200,18,7,,GLMM-Naive,23.562016855242394,0.942857142857143,0.2813236484731849,0.8073205043622022,0.40631469020767585,0.1898290198191758,0.31276110742109386,0.07214094997006978,0.007938982533810455,0.011015250048174231,0.3805774546824378,0.2069694582760912,0.30571751706062283,0.060358535532963706,0.04165501848955023,0.004722015958334208
200,18,7,,GLMM-Oracle,22.347798935468994,1.0,0.3223801367885679,0.7622838748090915,0.4169700276329819,0.17788925641444808,0.3197637953585951,0.06666863212082919,0.011214710569177711,0.0074935779039680085,0.3805774546824378,0.2069694582760912,0.30571751706062283,0.060358535532963706,0.04165501848955023,0.004722015958334208
200,18,7,,BR-Naive,21.892667173154546,0.942857142857143,-3473.169271570701,4.052876887553609,0.3842277574015064,0.20435168188199718,0.306070751861123,0.0790350673729845,0.009921734180724222,0.016393007301664715,0.3805774546824378,0.2069694582760912,0.30571751706062283,0.060358535532963706,0.04165501848955023,0.004722015958334208
200,18,7,,BR-Oracle,30.60657609158264,0.942857142857143,-31.362744793065694,1.224994976601118,0.4206432940833912,0.17975593030482587,0.3084589110052692,0.07843114464323006,0.0006173844321885922,0.012093335531095213,0.3805774546824378,0.2069694582760912,0.30571751706062283,0.060358535532963706,0.04165501848955023,0.004722015958334208
200,18,123,,GLMM-Naive,28.933690167782885,1.0,0.4081196617303231,0.656508312739557,0.3877498344094935,0.1797511001685723,0.32059622715332614,0.0916995689179973,0.010173001535240691,0.010030267815370043,0.3937791751442134,0.18524803984792845,0.3236696971180238,0.05520868301323413,0.03785177918571817,0.0042426256908820285
200,18,123,,GLMM-Oracle,28.36654050462832,1.0,0.3285888679991885,0.7454622545700706,0.42032809828960205,0.16683722517854604,0.29871925504779206,0.0883777688085022,0.016138459405257103,0.009599193270300479,0.3937791751442134,0.18524803984792845,0.3236696971180238,0.05520868301323413,0.03785177918571817,0.0042426256908820285
200,18,123,,BR-Naive,29.223648518144138,1.0,-313.97123599480716,2.3845779486394174,0.35965019680619453,0.20333027764639666,0.3133212001822588,0.10070903191331187,0.021924633164099365,0.0010646602877386938,0.3937791751442134,0.18524803984792845,0.3236696971180238,0.05520868301323413,0.03785177918571817,0.0042426256908820285
200,18,123,,BR-Oracle,34.91098364664522,0.942857142857143,-12.149789585253998,1.074123536199245,0.42214050863039504,0.18539343172892467,0.2969389844429312,0.09103116386306791,0.002221953475685215,0.0022739578589959556,0.3937791751442134,0.18524803984792845,0.3236696971180238,0.05520868301323413,0.03785177918571817,0.0042426256908820285
200,18,2024,,GLMM-Naive,21.625949376064273,1.0,0.3851833338254652,0.760503290848036,0.4199110974572173,0.20005113082133072,0.28607608062536033,0.07118678878624089,0.015083378843441058,0.007691523466409735,0.37468010544751423,0.19903003701810848,0.32156066245317766,0.05896111762737294,0.04163753309845768,0.00413054435536906
